defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,month,week,day_of_week
322,54,functional,30-05-2024,Internal,Critical,Automated Testing,883.58,5,22,Thursday
323,44,structural,08-06-2024,Internal,Minor,Automated Testing,624.98,6,23,Saturday
324,97,functional,06-04-2024,Component,Minor,Manual Testing,195.74,4,14,Saturday
325,15,functional,15-04-2024,Internal,Moderate,Manual Testing,241.22,4,16,Monday
326,97,cosmetic,29-04-2024,Component,Minor,Manual Testing,441.18,4,18,Monday
327,17,structural,01-04-2024,Component,Critical,Manual Testing,274.09,4,14,Monday
328,91,functional,08-06-2024,Surface,Moderate,Visual Inspection,268.52,6,23,Saturday
329,92,structural,02-01-2024,Component,Critical,Automated Testing,170.44,1,1,Tuesday
330,72,functional,01-03-2024,Component,Moderate,Automated Testing,386.43,3,9,Friday
331,74,functional,01-03-2024,Surface,Minor,Manual Testing,970.98,3,9,Friday
332,7,functional,16-05-2024,Component,Minor,Automated Testing,751.73,5,20,Thursday
333,24,functional,22-04-2024,Component,Minor,Automated Testing,285.85,4,17,Monday
334,10,structural,15-03-2024,Internal,Critical,Manual Testing,478.75,3,11,Friday
335,26,cosmetic,29-02-2024,Surface,Minor,Automated Testing,884.79,2,9,Thursday
336,92,cosmetic,13-04-2024,Surface,Moderate,Automated Testing,44.73,4,15,Saturday
337,68,cosmetic,24-05-2024,Component,Minor,Automated Testing,952.79,5,21,Friday
338,31,cosmetic,03-01-2024,Component,Moderate,Manual Testing,959.59,1,1,Wednesday
339,41,structural,15-02-2024,Component,Moderate,Visual Inspection,312.25,2,7,Thursday
340,95,cosmetic,23-06-2024,Component,Minor,Visual Inspection,658.47,6,25,Sunday
341,17,functional,03-05-2024,Surface,Minor,Manual Testing,243.25,5,18,Friday
342,4,cosmetic,24-05-2024,Internal,Moderate,Automated Testing,199.65,5,21,Friday
343,96,functional,30-01-2024,Component,Minor,Visual Inspection,471.43,1,5,Tuesday
344,81,functional,06-02-2024,Component,Moderate,Visual Inspection,756.85,2,6,Tuesday
345,61,structural,31-05-2024,Internal,Critical,Visual Inspection,369.06,5,22,Friday
346,97,cosmetic,14-06-2024,Surface,Minor,Manual Testing,326.19,6,24,Friday
347,90,functional,19-05-2024,Component,Minor,Visual Inspection,22.07,5,20,Sunday
348,29,cosmetic,18-04-2024,Component,Critical,Visual Inspection,825.33,4,16,Thursday
349,45,cosmetic,20-01-2024,Surface,Minor,Automated Testing,697.77,1,3,Saturday
350,33,structural,18-05-2024,Component,Moderate,Visual Inspection,417.1,5,20,Saturday
351,44,cosmetic,07-06-2024,Surface,Minor,Visual Inspection,74.81,6,23,Friday
352,30,functional,24-02-2024,Surface,Minor,Visual Inspection,104.54,2,8,Saturday
353,29,functional,14-06-2024,Component,Critical,Manual Testing,480.07,6,24,Friday
354,26,structural,13-03-2024,Surface,Minor,Manual Testing,842.37,3,11,Wednesday
355,18,cosmetic,12-03-2024,Internal,Critical,Manual Testing,422.03,3,11,Tuesday
356,9,functional,03-02-2024,Internal,Critical,Visual Inspection,161.41,2,5,Saturday
357,50,cosmetic,08-02-2024,Component,Critical,Visual Inspection,361.26,2,6,Thursday
358,71,cosmetic,17-05-2024,Surface,Critical,Automated Testing,999.25,5,20,Friday
359,27,functional,17-02-2024,Internal,Critical,Automated Testing,495.53,2,7,Saturday
360,82,functional,02-06-2024,Internal,Moderate,Visual Inspection,40.89,6,22,Sunday
361,19,functional,07-06-2024,Component,Moderate,Manual Testing,444.31,6,23,Friday
362,45,structural,20-06-2024,Surface,Minor,Manual Testing,739.69,6,25,Thursday
363,12,structural,20-06-2024,Internal,Minor,Visual Inspection,577.64,6,25,Thursday
364,54,functional,21-03-2024,Component,Minor,Visual Inspection,230.65,3,12,Thursday
365,40,structural,10-04-2024,Component,Minor,Manual Testing,692.1,4,15,Wednesday
366,95,functional,04-04-2024,Internal,Critical,Visual Inspection,378.29,4,14,Thursday
367,21,functional,23-01-2024,Internal,Moderate,Visual Inspection,584.9,1,4,Tuesday
368,35,functional,01-03-2024,Internal,Moderate,Visual Inspection,39.01,3,9,Friday
369,47,functional,26-01-2024,Internal,Critical,Visual Inspection,899.07,1,4,Friday
370,93,structural,27-01-2024,Internal,Minor,Visual Inspection,96.04,1,4,Saturday
371,74,structural,02-01-2024,Internal,Moderate,Visual Inspection,269.99,1,1,Tuesday
372,76,cosmetic,14-05-2024,Surface,Minor,Visual Inspection,996.49,5,20,Tuesday
373,92,functional,11-01-2024,Surface,Moderate,Manual Testing,573.22,1,2,Thursday
374,5,structural,13-06-2024,Internal,Moderate,Visual Inspection,694.03,6,24,Thursday
375,48,functional,10-05-2024,Internal,Minor,Visual Inspection,963.03,5,19,Friday
376,54,functional,10-01-2024,Component,Moderate,Manual Testing,118.46,1,2,Wednesday
377,97,structural,16-01-2024,Component,Moderate,Automated Testing,773.47,1,3,Tuesday
378,41,structural,12-06-2024,Surface,Minor,Visual Inspection,180.86,6,24,Wednesday
379,34,cosmetic,05-04-2024,Surface,Minor,Manual Testing,18.61,4,14,Friday
380,25,cosmetic,10-04-2024,Component,Critical,Manual Testing,176.96,4,15,Wednesday
381,27,cosmetic,07-01-2024,Surface,Moderate,Visual Inspection,32.44,1,1,Sunday
382,74,cosmetic,12-02-2024,Component,Minor,Manual Testing,351.27,2,7,Monday
383,51,functional,05-01-2024,Component,Critical,Visual Inspection,303.16,1,1,Friday
384,98,cosmetic,05-05-2024,Internal,Critical,Automated Testing,404.15,5,18,Sunday
385,83,structural,10-01-2024,Internal,Moderate,Automated Testing,800.76,1,2,Wednesday
386,60,structural,29-01-2024,Surface,Moderate,Visual Inspection,321.45,1,5,Monday
387,84,functional,14-02-2024,Surface,Critical,Manual Testing,510.38,2,7,Wednesday
388,32,structural,17-02-2024,Internal,Minor,Automated Testing,883.92,2,7,Saturday
389,49,structural,16-04-2024,Internal,Minor,Automated Testing,918.87,4,16,Tuesday
390,1,structural,19-05-2024,Surface,Critical,Automated Testing,564.46,5,20,Sunday
391,7,functional,03-06-2024,Internal,Minor,Visual Inspection,889.4,6,23,Monday
392,81,functional,25-02-2024,Component,Critical,Automated Testing,197.87,2,8,Sunday
393,24,cosmetic,09-06-2024,Surface,Critical,Visual Inspection,786.6,6,23,Sunday
394,37,functional,04-05-2024,Internal,Moderate,Manual Testing,740.36,5,18,Saturday
395,81,functional,05-03-2024,Surface,Critical,Automated Testing,667.24,3,10,Tuesday
396,84,cosmetic,09-01-2024,Surface,Critical,Visual Inspection,77.72,1,2,Tuesday
397,79,functional,16-04-2024,Surface,Moderate,Visual Inspection,106.59,4,16,Tuesday
398,3,structural,20-02-2024,Surface,Minor,Manual Testing,529.16,2,8,Tuesday
399,50,functional,07-04-2024,Surface,Critical,Manual Testing,94.34,4,14,Sunday
400,44,cosmetic,12-04-2024,Component,Moderate,Manual Testing,97.53,4,15,Friday
401,34,functional,19-04-2024,Internal,Critical,Automated Testing,500.88,4,16,Friday
402,41,functional,23-02-2024,Internal,Minor,Manual Testing,477.42,2,8,Friday
403,6,cosmetic,09-05-2024,Surface,Minor,Manual Testing,810.57,5,19,Thursday
404,47,structural,01-05-2024,Surface,Minor,Automated Testing,945.16,5,18,Wednesday
405,4,functional,24-03-2024,Internal,Minor,Visual Inspection,325.31,3,12,Sunday
406,39,functional,11-04-2024,Component,Moderate,Visual Inspection,810.44,4,15,Thursday
407,10,functional,30-05-2024,Internal,Critical,Visual Inspection,623.76,5,22,Thursday
408,45,structural,24-06-2024,Internal,Minor,Visual Inspection,375.28,6,26,Monday
409,46,functional,05-03-2024,Surface,Minor,Automated Testing,474.48,3,10,Tuesday
410,5,cosmetic,13-03-2024,Surface,Moderate,Visual Inspection,636.39,3,11,Wednesday
411,86,functional,28-02-2024,Component,Minor,Visual Inspection,957.36,2,9,Wednesday
412,97,functional,02-02-2024,Internal,Minor,Automated Testing,66.98,2,5,Friday
413,20,structural,05-04-2024,Internal,Minor,Visual Inspection,608.64,4,14,Friday
414,36,structural,04-02-2024,Component,Moderate,Automated Testing,75.93,2,5,Sunday
415,7,structural,12-06-2024,Component,Critical,Automated Testing,477.58,6,24,Wednesday
416,53,cosmetic,17-05-2024,Component,Moderate,Automated Testing,252.11,5,20,Friday
417,37,cosmetic,16-04-2024,Component,Critical,Visual Inspection,987.71,4,16,Tuesday
418,81,functional,23-03-2024,Internal,Moderate,Manual Testing,464.04,3,12,Saturday
419,61,functional,13-02-2024,Component,Minor,Visual Inspection,694.29,2,7,Tuesday
420,56,structural,20-04-2024,Surface,Critical,Automated Testing,829.49,4,16,Saturday
421,79,functional,09-01-2024,Internal,Minor,Visual Inspection,466.04,1,2,Tuesday
422,12,functional,11-04-2024,Internal,Moderate,Manual Testing,101.05,4,15,Thursday
423,66,cosmetic,04-01-2024,Internal,Critical,Automated Testing,748.29,1,1,Thursday
424,27,structural,27-03-2024,Component,Moderate,Visual Inspection,438.54,3,13,Wednesday
425,88,functional,25-02-2024,Component,Moderate,Visual Inspection,834.57,2,8,Sunday
426,62,functional,23-05-2024,Internal,Critical,Manual Testing,655.02,5,21,Thursday
427,10,structural,22-03-2024,Surface,Critical,Manual Testing,342.61,3,12,Friday
428,61,structural,26-03-2024,Internal,Critical,Visual Inspection,539.5,3,13,Tuesday
429,15,functional,19-06-2024,Component,Moderate,Visual Inspection,487.41,6,25,Wednesday
430,72,structural,27-06-2024,Surface,Minor,Automated Testing,212.86,6,26,Thursday
431,77,functional,13-05-2024,Surface,Critical,Visual Inspection,873.59,5,20,Monday
432,56,cosmetic,25-02-2024,Surface,Moderate,Automated Testing,389.21,2,8,Sunday
433,18,cosmetic,03-05-2024,Component,Minor,Automated Testing,34.48,5,18,Friday
434,42,functional,12-05-2024,Surface,Minor,Manual Testing,235.97,5,19,Sunday
435,41,structural,08-04-2024,Surface,Moderate,Visual Inspection,575.15,4,15,Monday
436,44,structural,18-06-2024,Surface,Minor,Visual Inspection,182.54,6,25,Tuesday
437,82,cosmetic,06-05-2024,Component,Minor,Automated Testing,752.8,5,19,Monday
438,39,functional,12-01-2024,Component,Critical,Visual Inspection,214.33,1,2,Friday
439,63,functional,13-03-2024,Surface,Moderate,Visual Inspection,716.26,3,11,Wednesday
440,78,structural,03-03-2024,Surface,Critical,Visual Inspection,608.46,3,9,Sunday
441,92,structural,18-06-2024,Internal,Moderate,Automated Testing,255.47,6,25,Tuesday
442,92,structural,06-02-2024,Component,Minor,Manual Testing,914.32,2,6,Tuesday
443,16,cosmetic,25-06-2024,Internal,Critical,Automated Testing,519.15,6,26,Tuesday
444,63,functional,08-02-2024,Internal,Moderate,Manual Testing,816.09,2,6,Thursday
445,65,functional,23-03-2024,Component,Minor,Manual Testing,481.11,3,12,Saturday
446,60,cosmetic,20-01-2024,Component,Moderate,Automated Testing,780.05,1,3,Saturday
447,58,structural,09-01-2024,Internal,Minor,Automated Testing,750.51,1,2,Tuesday
448,69,functional,10-05-2024,Component,Moderate,Manual Testing,908.59,5,19,Friday
449,7,functional,10-03-2024,Component,Moderate,Visual Inspection,705.47,3,10,Sunday
450,80,functional,23-04-2024,Internal,Minor,Automated Testing,406.28,4,17,Tuesday
451,55,functional,02-01-2024,Internal,Critical,Manual Testing,295.41,1,1,Tuesday
452,6,structural,04-03-2024,Internal,Critical,Visual Inspection,903.36,3,10,Monday
453,86,structural,17-05-2024,Component,Moderate,Manual Testing,803.65,5,20,Friday
454,70,functional,30-03-2024,Component,Moderate,Automated Testing,359.69,3,13,Saturday
455,50,structural,30-03-2024,Component,Moderate,Manual Testing,699.69,3,13,Saturday
456,20,structural,05-04-2024,Surface,Critical,Manual Testing,281.81,4,14,Friday
457,63,structural,11-04-2024,Surface,Minor,Automated Testing,896.04,4,15,Thursday
458,66,functional,23-04-2024,Internal,Moderate,Visual Inspection,587.69,4,17,Tuesday
459,64,functional,26-02-2024,Component,Moderate,Automated Testing,623.52,2,9,Monday
460,66,structural,11-06-2024,Component,Minor,Visual Inspection,668.05,6,24,Tuesday
461,95,functional,02-03-2024,Internal,Minor,Visual Inspection,571.02,3,9,Saturday
462,56,structural,18-02-2024,Internal,Minor,Manual Testing,918.39,2,7,Sunday
463,75,functional,15-03-2024,Surface,Minor,Automated Testing,669.62,3,11,Friday
464,81,functional,27-01-2024,Component,Moderate,Visual Inspection,581.01,1,4,Saturday
465,39,structural,20-05-2024,Internal,Minor,Manual Testing,899.45,5,21,Monday
466,57,cosmetic,05-01-2024,Surface,Critical,Visual Inspection,764.59,1,1,Friday
467,83,cosmetic,28-02-2024,Internal,Moderate,Automated Testing,150.16,2,9,Wednesday
468,98,functional,26-03-2024,Internal,Minor,Visual Inspection,791.72,3,13,Tuesday
469,90,functional,28-04-2024,Surface,Moderate,Manual Testing,15.1,4,17,Sunday
470,76,structural,22-02-2024,Component,Minor,Visual Inspection,466.92,2,8,Thursday
471,89,cosmetic,24-03-2024,Internal,Minor,Manual Testing,833.02,3,12,Sunday
472,43,functional,24-03-2024,Internal,Critical,Visual Inspection,907.98,3,12,Sunday
473,38,structural,25-02-2024,Internal,Minor,Manual Testing,652.85,2,8,Sunday
474,62,cosmetic,04-02-2024,Component,Moderate,Automated Testing,618.88,2,5,Sunday
475,97,cosmetic,16-03-2024,Surface,Moderate,Manual Testing,140.36,3,11,Saturday
476,86,cosmetic,01-02-2024,Internal,Critical,Visual Inspection,683.68,2,5,Thursday
477,38,functional,23-02-2024,Component,Critical,Visual Inspection,613.47,2,8,Friday
478,58,functional,18-01-2024,Surface,Moderate,Visual Inspection,895.11,1,3,Thursday
479,32,cosmetic,07-06-2024,Component,Critical,Visual Inspection,515.94,6,23,Friday
480,78,functional,07-01-2024,Internal,Minor,Automated Testing,293.09,1,1,Sunday
481,66,cosmetic,02-06-2024,Surface,Critical,Automated Testing,689.42,6,22,Sunday
482,68,structural,16-06-2024,Surface,Critical,Visual Inspection,148.53,6,24,Sunday
483,10,structural,17-02-2024,Component,Moderate,Visual Inspection,933.3,2,7,Saturday
484,77,cosmetic,10-02-2024,Internal,Minor,Manual Testing,336.75,2,6,Saturday
485,50,structural,29-02-2024,Surface,Minor,Manual Testing,223.73,2,9,Thursday
486,97,cosmetic,29-03-2024,Internal,Critical,Automated Testing,236.47,3,13,Friday
487,26,cosmetic,13-03-2024,Internal,Critical,Manual Testing,647.11,3,11,Wednesday
488,51,cosmetic,04-04-2024,Surface,Minor,Automated Testing,268.57,4,14,Thursday
489,57,cosmetic,10-05-2024,Internal,Minor,Visual Inspection,405.89,5,19,Friday
490,12,functional,11-03-2024,Internal,Minor,Manual Testing,643.98,3,11,Monday
491,90,functional,19-02-2024,Internal,Critical,Manual Testing,183.11,2,8,Monday
492,79,functional,21-04-2024,Component,Moderate,Visual Inspection,878.64,4,16,Sunday
493,58,functional,09-06-2024,Component,Critical,Manual Testing,702.09,6,23,Sunday
494,31,structural,01-03-2024,Internal,Critical,Visual Inspection,823.59,3,9,Friday
495,49,structural,28-01-2024,Surface,Moderate,Automated Testing,294.56,1,4,Sunday
496,6,functional,16-01-2024,Internal,Critical,Visual Inspection,533.14,1,3,Tuesday
497,49,functional,28-03-2024,Component,Critical,Visual Inspection,975.5,3,13,Thursday
498,87,cosmetic,17-06-2024,Internal,Moderate,Visual Inspection,707.21,6,25,Monday
499,60,cosmetic,01-04-2024,Surface,Moderate,Visual Inspection,775.91,4,14,Monday
500,100,functional,19-04-2024,Surface,Moderate,Manual Testing,617.36,4,16,Friday
501,46,structural,13-01-2024,Surface,Minor,Visual Inspection,922.52,1,2,Saturday
502,62,structural,26-04-2024,Surface,Minor,Automated Testing,81.91,4,17,Friday
503,91,cosmetic,13-06-2024,Surface,Critical,Manual Testing,40.19,6,24,Thursday
504,74,cosmetic,26-05-2024,Internal,Moderate,Manual Testing,943.79,5,21,Sunday
505,92,structural,11-04-2024,Surface,Minor,Visual Inspection,411.9,4,15,Thursday
506,66,structural,05-05-2024,Internal,Critical,Visual Inspection,759.53,5,18,Sunday
507,81,cosmetic,15-01-2024,Component,Critical,Manual Testing,368.11,1,3,Monday
508,41,functional,04-04-2024,Surface,Moderate,Visual Inspection,27.9,4,14,Thursday
509,91,structural,21-04-2024,Internal,Critical,Automated Testing,670.09,4,16,Sunday
510,35,functional,24-05-2024,Internal,Critical,Automated Testing,790.76,5,21,Friday
511,12,cosmetic,20-06-2024,Internal,Moderate,Manual Testing,769.88,6,25,Thursday
512,77,cosmetic,06-05-2024,Internal,Critical,Automated Testing,262.6,5,19,Monday
513,11,cosmetic,23-03-2024,Surface,Moderate,Visual Inspection,520.44,3,12,Saturday
514,93,structural,19-05-2024,Component,Minor,Visual Inspection,624.75,5,20,Sunday
515,3,structural,22-03-2024,Internal,Moderate,Manual Testing,496.27,3,12,Friday
516,43,functional,20-06-2024,Component,Moderate,Automated Testing,368.54,6,25,Thursday
517,88,cosmetic,12-06-2024,Internal,Moderate,Manual Testing,942.94,6,24,Wednesday
518,4,cosmetic,28-03-2024,Internal,Critical,Automated Testing,449.63,3,13,Thursday
519,96,functional,18-06-2024,Internal,Critical,Manual Testing,117.82,6,25,Tuesday
520,75,functional,12-05-2024,Internal,Critical,Visual Inspection,300.05,5,19,Sunday
521,86,structural,07-01-2024,Surface,Critical,Visual Inspection,975.1,1,1,Sunday
522,70,structural,13-01-2024,Surface,Critical,Manual Testing,74.36,1,2,Saturday
523,6,functional,08-01-2024,Component,Moderate,Automated Testing,924.05,1,2,Monday
524,14,cosmetic,10-02-2024,Surface,Minor,Visual Inspection,132.39,2,6,Saturday
525,77,functional,24-02-2024,Surface,Critical,Manual Testing,893.77,2,8,Saturday
526,65,structural,10-02-2024,Surface,Minor,Manual Testing,142.64,2,6,Saturday
527,70,structural,19-04-2024,Component,Minor,Manual Testing,368.94,4,16,Friday
528,8,functional,10-06-2024,Internal,Minor,Automated Testing,997.03,6,24,Monday
529,54,structural,02-01-2024,Surface,Minor,Manual Testing,496.1,1,1,Tuesday
530,98,functional,02-02-2024,Surface,Critical,Automated Testing,798.12,2,5,Friday
531,82,cosmetic,08-02-2024,Internal,Critical,Visual Inspection,572.74,2,6,Thursday
532,6,structural,10-02-2024,Surface,Critical,Manual Testing,53.77,2,6,Saturday
533,49,cosmetic,03-04-2024,Surface,Minor,Visual Inspection,369.83,4,14,Wednesday
534,14,cosmetic,11-04-2024,Surface,Minor,Visual Inspection,398.17,4,15,Thursday
535,88,structural,21-03-2024,Internal,Critical,Automated Testing,825.57,3,12,Thursday
536,8,functional,13-05-2024,Internal,Critical,Automated Testing,201.88,5,20,Monday
537,91,cosmetic,13-06-2024,Component,Critical,Visual Inspection,47.47,6,24,Thursday
538,1,structural,11-05-2024,Component,Moderate,Automated Testing,856.33,5,19,Saturday
539,15,cosmetic,12-05-2024,Internal,Moderate,Manual Testing,497.65,5,19,Sunday
540,20,cosmetic,14-02-2024,Internal,Minor,Manual Testing,908.53,2,7,Wednesday
541,16,cosmetic,29-04-2024,Component,Critical,Manual Testing,371.88,4,18,Monday
542,49,functional,25-06-2024,Surface,Moderate,Manual Testing,960.15,6,26,Tuesday
543,76,structural,18-03-2024,Component,Minor,Visual Inspection,73.55,3,12,Monday
544,56,cosmetic,12-01-2024,Component,Minor,Automated Testing,615.43,1,2,Friday
545,21,structural,17-06-2024,Component,Minor,Visual Inspection,619.02,6,25,Monday
546,17,functional,15-01-2024,Component,Minor,Manual Testing,677.64,1,3,Monday
547,10,cosmetic,25-02-2024,Surface,Moderate,Visual Inspection,684.16,2,8,Sunday
548,90,functional,26-03-2024,Internal,Critical,Automated Testing,536.37,3,13,Tuesday
549,8,cosmetic,22-01-2024,Surface,Minor,Visual Inspection,47.22,1,4,Monday
550,27,structural,26-05-2024,Surface,Minor,Automated Testing,704.44,5,21,Sunday
551,87,functional,15-04-2024,Surface,Minor,Automated Testing,512.02,4,16,Monday
552,93,structural,04-06-2024,Component,Minor,Automated Testing,36.04,6,23,Tuesday
553,12,functional,10-01-2024,Surface,Critical,Manual Testing,811.65,1,2,Wednesday
554,30,functional,28-01-2024,Internal,Critical,Automated Testing,900.37,1,4,Sunday
555,4,functional,06-03-2024,Component,Minor,Automated Testing,644.51,3,10,Wednesday
556,71,functional,11-02-2024,Surface,Minor,Visual Inspection,355.85,2,6,Sunday
557,97,functional,03-03-2024,Internal,Minor,Manual Testing,945.18,3,9,Sunday
558,12,structural,13-04-2024,Internal,Minor,Visual Inspection,201.79,4,15,Saturday
559,17,cosmetic,26-02-2024,Internal,Minor,Manual Testing,73,2,9,Monday
560,94,cosmetic,09-01-2024,Surface,Moderate,Manual Testing,769.57,1,2,Tuesday
561,45,functional,27-03-2024,Surface,Moderate,Automated Testing,930.11,3,13,Wednesday
562,72,cosmetic,15-01-2024,Internal,Moderate,Manual Testing,554.98,1,3,Monday
563,56,functional,13-02-2024,Component,Minor,Automated Testing,826.59,2,7,Tuesday
564,93,functional,18-02-2024,Surface,Critical,Manual Testing,362.82,2,7,Sunday
565,58,structural,15-01-2024,Surface,Minor,Manual Testing,946.8,1,3,Monday
566,96,cosmetic,17-02-2024,Internal,Minor,Automated Testing,192.28,2,7,Saturday
567,38,functional,04-04-2024,Internal,Critical,Automated Testing,383.41,4,14,Thursday
568,62,structural,19-03-2024,Surface,Minor,Automated Testing,132.83,3,12,Tuesday
569,97,functional,14-05-2024,Component,Critical,Automated Testing,904.32,5,20,Tuesday
570,12,cosmetic,22-03-2024,Internal,Critical,Visual Inspection,944.63,3,12,Friday
571,47,functional,19-04-2024,Surface,Critical,Manual Testing,524.5,4,16,Friday
572,73,structural,17-02-2024,Internal,Critical,Visual Inspection,976.75,2,7,Saturday
573,46,cosmetic,27-02-2024,Internal,Critical,Visual Inspection,508.94,2,9,Tuesday
574,5,functional,21-01-2024,Component,Critical,Visual Inspection,565.86,1,3,Sunday
575,72,functional,07-03-2024,Component,Minor,Visual Inspection,151.62,3,10,Thursday
576,99,structural,10-04-2024,Surface,Critical,Automated Testing,394.88,4,15,Wednesday
577,1,functional,21-04-2024,Surface,Critical,Visual Inspection,404.22,4,16,Sunday
578,26,structural,09-06-2024,Component,Minor,Visual Inspection,564.82,6,23,Sunday
579,100,structural,12-04-2024,Internal,Minor,Manual Testing,722.21,4,15,Friday
580,15,structural,04-03-2024,Internal,Moderate,Visual Inspection,16.05,3,10,Monday
581,9,functional,20-06-2024,Internal,Moderate,Manual Testing,666.31,6,25,Thursday
582,80,cosmetic,08-06-2024,Component,Moderate,Automated Testing,346.73,6,23,Saturday
583,86,structural,29-06-2024,Internal,Moderate,Automated Testing,138.42,6,26,Saturday
584,42,structural,29-06-2024,Component,Minor,Visual Inspection,663.53,6,26,Saturday
585,19,structural,01-06-2024,Surface,Critical,Automated Testing,150.78,6,22,Saturday
586,97,cosmetic,11-03-2024,Surface,Critical,Automated Testing,503.25,3,11,Monday
587,68,structural,03-02-2024,Surface,Moderate,Manual Testing,576.57,2,5,Saturday
588,40,structural,26-02-2024,Surface,Moderate,Visual Inspection,204.6,2,9,Monday
589,8,structural,03-03-2024,Internal,Moderate,Visual Inspection,410.72,3,9,Sunday
590,90,structural,17-02-2024,Component,Minor,Manual Testing,50.38,2,7,Saturday
591,90,functional,09-02-2024,Surface,Moderate,Manual Testing,400.31,2,6,Friday
592,7,structural,01-06-2024,Internal,Minor,Automated Testing,301.7,6,22,Saturday
593,73,functional,23-06-2024,Surface,Moderate,Visual Inspection,64.74,6,25,Sunday
594,96,cosmetic,14-01-2024,Surface,Moderate,Automated Testing,485.27,1,2,Sunday
595,60,cosmetic,21-06-2024,Surface,Moderate,Automated Testing,194.44,6,25,Friday
596,74,structural,16-06-2024,Internal,Moderate,Automated Testing,891.01,6,24,Sunday
597,26,cosmetic,19-04-2024,Internal,Critical,Automated Testing,267.51,4,16,Friday
598,50,functional,08-06-2024,Component,Critical,Automated Testing,151.43,6,23,Saturday
599,36,functional,20-04-2024,Internal,Critical,Manual Testing,297.76,4,16,Saturday
600,46,cosmetic,21-04-2024,Component,Critical,Manual Testing,663.35,4,16,Sunday
601,46,structural,24-04-2024,Internal,Moderate,Visual Inspection,927.75,4,17,Wednesday
602,74,cosmetic,10-02-2024,Surface,Moderate,Visual Inspection,283.6,2,6,Saturday
603,45,structural,21-03-2024,Surface,Moderate,Manual Testing,919.65,3,12,Thursday
604,100,functional,25-03-2024,Surface,Critical,Visual Inspection,302.29,3,13,Monday
605,63,functional,27-05-2024,Surface,Moderate,Automated Testing,309.53,5,22,Monday
606,63,structural,13-04-2024,Surface,Minor,Manual Testing,478.6,4,15,Saturday
607,75,cosmetic,30-05-2024,Component,Minor,Visual Inspection,419.58,5,22,Thursday
608,5,cosmetic,25-03-2024,Surface,Minor,Automated Testing,685.3,3,13,Monday
609,5,structural,06-05-2024,Internal,Critical,Visual Inspection,390.64,5,19,Monday
610,81,cosmetic,12-05-2024,Internal,Minor,Manual Testing,837.9,5,19,Sunday
611,80,functional,20-01-2024,Internal,Minor,Manual Testing,67.82,1,3,Saturday
612,56,structural,13-04-2024,Internal,Minor,Manual Testing,21.12,4,15,Saturday
613,68,structural,08-01-2024,Surface,Moderate,Visual Inspection,700.72,1,2,Monday
614,67,cosmetic,18-01-2024,Surface,Critical,Manual Testing,893.3,1,3,Thursday
615,53,cosmetic,02-03-2024,Surface,Moderate,Automated Testing,736.75,3,9,Saturday
616,81,functional,09-03-2024,Internal,Critical,Manual Testing,803.54,3,10,Saturday
617,47,functional,23-03-2024,Internal,Moderate,Automated Testing,21.17,3,12,Saturday
618,92,functional,29-02-2024,Component,Minor,Manual Testing,678.59,2,9,Thursday
619,87,functional,18-02-2024,Component,Moderate,Automated Testing,220.01,2,7,Sunday
620,51,cosmetic,03-02-2024,Internal,Critical,Manual Testing,251.67,2,5,Saturday
621,61,structural,10-04-2024,Surface,Critical,Manual Testing,808.85,4,15,Wednesday
622,87,structural,06-01-2024,Internal,Minor,Manual Testing,537.35,1,1,Saturday
623,8,cosmetic,06-04-2024,Component,Moderate,Manual Testing,178.3,4,14,Saturday
624,56,cosmetic,09-01-2024,Internal,Critical,Visual Inspection,638.8,1,2,Tuesday
625,98,functional,24-06-2024,Internal,Critical,Automated Testing,770.66,6,26,Monday
626,7,structural,19-04-2024,Component,Minor,Visual Inspection,289.27,4,16,Friday
627,24,structural,15-05-2024,Component,Minor,Automated Testing,779.02,5,20,Wednesday
628,23,structural,04-01-2024,Surface,Moderate,Automated Testing,704.06,1,1,Thursday
629,43,functional,16-04-2024,Internal,Critical,Visual Inspection,546.42,4,16,Tuesday
630,95,functional,23-06-2024,Component,Moderate,Visual Inspection,780.89,6,25,Sunday
631,13,cosmetic,03-05-2024,Surface,Minor,Manual Testing,303.08,5,18,Friday
632,72,structural,04-05-2024,Internal,Minor,Automated Testing,557.57,5,18,Saturday
633,28,functional,28-01-2024,Component,Minor,Manual Testing,222.11,1,4,Sunday
634,94,functional,23-05-2024,Internal,Minor,Visual Inspection,575.47,5,21,Thursday
635,60,structural,14-06-2024,Component,Minor,Automated Testing,478.44,6,24,Friday
636,17,functional,05-02-2024,Surface,Moderate,Visual Inspection,32.62,2,6,Monday
637,21,functional,29-05-2024,Component,Critical,Automated Testing,121.29,5,22,Wednesday
638,89,cosmetic,07-04-2024,Component,Moderate,Automated Testing,967.29,4,14,Sunday
639,43,cosmetic,17-01-2024,Surface,Moderate,Visual Inspection,200.29,1,3,Wednesday
640,5,cosmetic,21-06-2024,Internal,Minor,Automated Testing,185,6,25,Friday
641,7,functional,30-01-2024,Internal,Moderate,Manual Testing,959.61,1,5,Tuesday
642,28,structural,26-01-2024,Component,Critical,Visual Inspection,170.66,1,4,Friday
643,27,cosmetic,17-06-2024,Component,Minor,Visual Inspection,563.94,6,25,Monday
644,58,cosmetic,08-06-2024,Internal,Minor,Automated Testing,52.03,6,23,Saturday
